Id,Category
0,0
1,5
2,0
3,5
4,0
5,5
6,5
7,0
8,0
9,5
10,0
11,0
12,5
13,0
14,0
15,0
16,0
17,0
18,5
19,5
20,5
21,0
22,0
23,5
24,0
25,5
26,0
27,5
28,5
29,5
30,0
31,0
32,0
33,5
34,0
35,5
36,5
37,0
38,0
39,5
40,0
41,0
42,0
43,0
44,5
45,5
46,5
47,5
48,0
49,0
50,5
51,5
52,5
53,5
54,5
55,0
56,0
57,5
58,0
59,5
60,0
61,5
62,5
63,5
64,5
65,5
66,5
67,0
68,5
69,0
70,5
71,5
72,0
73,0
74,0
75,5
76,5
77,5
78,5
79,0
80,0
81,0
82,0
83,5
84,0
85,0
86,0
87,5
88,5
89,5
90,5
91,0
92,0
93,0
94,5
95,0
96,0
97,0
98,5
99,0
100,0
101,5
102,5
103,0
104,0
105,0
106,5
107,0
108,0
109,5
110,5
111,0
112,5
113,5
114,5
115,0
116,5
117,0
118,5
119,5
120,5
121,5
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,5
130,5
131,0
132,0
133,0
134,5
135,5
136,0
137,5
138,0
139,0
140,0
141,5
142,5
143,0
144,0
145,0
146,5
147,5
148,5
149,0
150,5
151,5
152,5
153,5
154,5
155,0
156,0
157,5
158,0
159,5
160,5
161,0
162,5
163,0
164,0
165,0
166,0
167,0
168,5
169,0
170,0
171,5
172,5
173,0
174,5
175,0
176,0
177,0
178,5
179,0
180,0
181,0
182,5
183,0
184,5
185,5
186,5
187,0
188,5
189,0
190,5
191,5
192,5
193,0
194,0
195,0
196,0
197,5
198,5
199,5
200,0
201,0
202,5
203,0
204,5
205,5
206,5
207,5
208,5
209,5
210,5
211,5
212,5
213,5
214,5
215,0
216,5
217,5
218,5
219,0
220,5
221,5
222,5
223,0
224,5
225,0
226,0
227,5
228,5
229,5
230,5
231,0
232,5
233,5
234,0
235,5
236,5
237,5
238,0
239,5
240,5
241,5
242,0
243,5
244,5
245,5
246,0
247,5
248,0
249,5
250,0
251,0
252,0
253,5
254,5
255,0
256,5
257,5
258,5
259,0
260,0
261,0
262,5
263,0
264,0
265,5
266,5
267,0
268,5
269,0
270,0
271,0
272,5
273,0
274,0
275,5
276,5
277,0
278,5
279,5
280,0
281,5
282,5
283,0
284,5
285,5
286,0
287,0
288,5
289,5
290,5
291,0
292,0
293,5
294,0
295,0
296,5
297,0
298,0
299,5
300,0
301,0
302,0
303,5
304,5
305,0
306,5
307,5
308,5
309,0
310,5
311,0
312,0
313,5
314,0
315,5
316,0
317,5
318,5
319,5
320,0
321,5
322,5
323,5
324,0
325,5
326,0
327,0
328,5
329,0
330,5
331,5
332,5
333,0
334,0
335,0
336,5
337,5
338,5
339,0
340,5
341,5
342,0
343,0
344,0
345,5
346,5
347,5
348,0
349,0
350,0
351,5
352,0
353,0
354,0
355,0
356,0
357,5
358,5
359,5
360,5
361,0
362,0
363,5
364,5
365,5
366,0
367,0
368,0
369,0
370,5
371,5
372,0
373,5
374,0
375,0
376,0
377,0
378,5
379,5
